name,address,phone,website,rating,reviews,hours,latitude,longitude,place_url,crawled_at,stt,chain
Circle K Viet Nam,"181 Đ. Nguyễn Ngọc Vũ, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",+84 1900 3110,https://www.circlek.com.vn/en/store-locator/,3.3,0,N/A,21.012642,105.789496,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.012642,105.789496,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135abae429d0e0f:0xcff9c5e291f5f7b!8m2!3d21.012642!4d105.8070055!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3JlqgFyCg0vZy8xMWM1OW5fcW5zCg0vZy8xMWgxNXh5d2N4CgkvbS8wMXh6OXYQASoMIghjaXJjbGUgayhCMh8QASIbcWqr8jXRYriLnZz2vGDBw15isZwc9iTC_xRKMhYQAiISY2lyY2xlIGsgaMOgIG7hu5lp4AEA!16s%2Fg%2F11y75m86k6?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:13:00,49,Circle K
Circle K Viet Nam,"24 T2, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",+84 24 7101 6663,https://www.circlek.com.vn/,2.4,0,N/A,21.007576,105.7854235,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.007576,105.7854235,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ad6ee44660fb:0xbbca16c1f5f884db!8m2!3d21.007576!4d105.802933!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11j85ym5qz?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:13:18,50,Circle K
Circle K Hai Bà Trưng,"120 P. Hai Bà Trưng, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",N/A,https://www.circlek.com.vn/vi/,1.9,0,N/A,21.0275031,105.824838,"https://www.google.com/maps/place/Circle+K+Hai+B%C3%A0+Tr%C6%B0ng/@21.0275031,105.824838,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ab29fa2c5899:0x9d58f1d2776b69e6!8m2!3d21.0275031!4d105.8423475!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11kb2bm87g?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:13:45,51,Circle K
Circle K Viet Nam,"25 P. Thái Phiên, Lê Đại Hành, Hai Bà Trưng, Hà Nội, Vietnam",+84 1900 3110,https://www.circlek.com.vn/en/store-locator/,2.2,0,N/A,21.0109608,105.8202803,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.0109608,105.8202803,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ab2214f51aa5:0x9a8c034d0d2b2e45!8m2!3d21.0105106!4d105.850105!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3JlqgFyCg0vZy8xMWM1OW5fcW5zCg0vZy8xMWgxNXh5d2N4CgkvbS8wMXh6OXYQASoMIghjaXJjbGUgayhCMh8QASIbcWqr8jXRYriLnZz2vGDBw15isZwc9iTC_xRKMhYQAiISY2lyY2xlIGsgaMOgIG7hu5lp4AEA!16s%2Fg%2F11lcvv0l0r?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:14:02,52,Circle K
Circle K VietNam,"126 P. Nam Cao, Giảng Võ, Ba Đình, Hà Nội 100000, Vietnam",+84 24 3200 7751,https://circlek.com.vn/,2.0,0,N/A,21.0302127,105.8047235,"https://www.google.com/maps/place/Circle+K+VietNam/@21.0302127,105.8047235,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ab739c69ada3:0x51a96e6ade362da6!8m2!3d21.0302127!4d105.822233!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11gczg_zdf?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:14:19,53,Circle K
Circle K Viet Nam,"Tòa 18T1, 46 Đ. Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội, Vietnam",+84 1900 3110,https://www.circlek.com.vn/en/store-locator/,2.8,0,N/A,21.0060745,105.7876258,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.0060745,105.7876258,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ad1ae35b77a5:0xe3f4634ff1d2ab93!8m2!3d21.0060745!4d105.8051353!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11y3_yj_hp?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:14:36,54,Circle K
Circle K Viet Nam,"123 P.Tôn Đức Thắng, Thổ Quan, Đống Đa, Hà Nội, Vietnam",+84 1900 3110,https://www.circlek.com.vn/en/store-locator/,2.2,0,N/A,21.0109608,105.8202802,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.0109608,105.8202802,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135abc440d2f9e9:0xcada788094d99c7b!8m2!3d21.0234182!4d105.8323184!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11k9s3x7_3?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:14:54,55,Circle K
Circle K Viet Nam,"45 Hào Nam, Chợ Dừa, Đống Đa, Hà Nội, Vietnam",N/A,https://www.circlek.com.vn/en/store-locator/,2.1,0,N/A,21.0109608,105.8202802,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.0109608,105.8202802,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ab548ba5f84f:0xd7d094626209ad!8m2!3d21.0220812!4d105.8261098!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3JlqgFyCg0vZy8xMWM1OW5fcW5zCg0vZy8xMWgxNXh5d2N4CgkvbS8wMXh6OXYQASoMIghjaXJjbGUgayhCMh8QASIbcWqr8jXRYriLnZz2vGDBw15isZwc9iTC_xRKMhYQAiISY2lyY2xlIGsgaMOgIG7hu5lp4AEA!16s%2Fg%2F11h1kp8h3r?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:15:21,56,Circle K
Circle K,"27 Đinh Tiên Hoàng, Hàng Trống, Hoàn Kiếm, Hà Nội, Vietnam",+84 24 3266 9489,https://www.circlek.com.vn/en/store-locator/,2.4,0,N/A,21.0320761,105.8349252,"https://www.google.com/maps/place/Circle+K/@21.0320761,105.8349252,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135abad35362ff3:0x6a4baebf04149e35!8m2!3d21.0320761!4d105.8524347!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11cp7cjtqj?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:15:38,57,Circle K
Circle K Viet Nam,"141 P. Hàng Bông, Hàng Bông, Hoàn Kiếm, Hà Nội, Vietnam",N/A,https://circlek.com.vn/,3.7,0,N/A,21.0293874,105.8281195,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.0293874,105.8281195,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ab741d758899:0x263e38ba44b96aaa!8m2!3d21.0293874!4d105.845629!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3JlqgFyCg0vZy8xMWM1OW5fcW5zCg0vZy8xMWgxNXh5d2N4CgkvbS8wMXh6OXYQASoMIghjaXJjbGUgayhCMh8QASIbcWqr8jXRYriLnZz2vGDBw15isZwc9iTC_xRKMhYQAiISY2lyY2xlIGsgaMOgIG7hu5lp4AEA!16s%2Fg%2F11xdjv3kmw?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:16:06,58,Circle K
GS25 Hà Trung,"66 P. Hà Trung, Hàng Bông, Hoàn Kiếm, Hà Nội 100000, Vietnam",+84 1900 636078,https://gs25.com.vn/,3.2,0,N/A,21.0300872,105.8098955,"https://www.google.com/maps/place/GS25+H%C3%A0+Trung/@21.0300872,105.8098955,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ab00222ec2d3:0x6100dbdd18744a9d!8m2!3d21.0300872!4d105.8449144!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBWhAiDmdzMjUgaMOgIG7hu5lpkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11x5cslrr4?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:17:01,1,GS25
GS25 Lê Trọng Tấn,"44 Ng. 38 Lê Trọng Tấn, Khương Mai, Thanh Xuân, Hà Nội, Vietnam",+84 1900 636078,https://gs25.com.vn/,2.3,0,N/A,20.9998139,105.7928226,"https://www.google.com/maps/place/GS25+L%C3%AA+Tr%E1%BB%8Dng+T%E1%BA%A5n/@20.9998139,105.7928226,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ad0040f22587:0xb58d4d411ad1291a!8m2!3d20.9998139!4d105.8278415!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11xkxl0f91?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:17:18,2,GS25
GS25 Đại Học Thủy Lợi,"8 P. Khương Thượng, Khương Thượng, Đống Đa, Hà Nội, Vietnam",+84 1900 636078,https://gs25.com.vn/,4.6,0,N/A,21.0053662,105.7903851,"https://www.google.com/maps/place/GS25+%C4%90%E1%BA%A1i+H%E1%BB%8Dc+Th%E1%BB%A7y+L%E1%BB%A3i/@21.0053662,105.7903851,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ad003c262153:0xaa30c1f89b7d3c3f!8m2!3d21.0053662!4d105.825404!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11mf079cq7?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:17:35,3,GS25
GS25 Taisei,"Tòa nhà Taisei, 289 Khuất Duy Tiến, Trung Hoà, Cầu Giấy, Hà Nội 100000, Vietnam",N/A,https://gs25.com.vn/,3.1,0,N/A,21.0024691,105.7587579,"https://www.google.com/maps/place/GS25+Taisei/@21.0024691,105.7587579,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ad0049b61383:0x2abea16622bb1da4!8m2!3d21.0024691!4d105.7937768!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBWhAiDmdzMjUgaMOgIG7hu5lpkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11x7t0l6nf?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:18:03,4,GS25
GS25 Triều Khúc,"53 P. Triều Khúc, khu đô thị Pandora, Thanh Xuân, Hà Nội, Vietnam",+84 1900 636078,http://gs25.com.vn/,3.2,0,N/A,20.9854976,105.763909,"https://www.google.com/maps/place/GS25+Tri%E1%BB%81u+Kh%C3%BAc/@20.9854976,105.763909,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ad003156d95d:0x8aca1f85958e269c!8m2!3d20.9854976!4d105.7989279!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11x94p897x?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:18:20,5,GS25
GS25 Nguyễn Trãi,"360 Đ. Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân, Hà Nội 11416, Vietnam",N/A,http://gs25.com.vn/,N/A,0,N/A,20.9944082,105.7718205,"https://www.google.com/maps/place/GS25+Nguy%E1%BB%85n+Tr%C3%A3i/@20.9944082,105.7718205,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ad000c984c29:0xaed1080dbe767aed!8m2!3d20.9944082!4d105.8068394!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11yp2k_snt?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:18:57,6,GS25
GS25 Hàng Dầu,"12 P. Hàng Dầu, Hàng Bạc, Hoàn Kiếm, Hà Nội 10000, Vietnam",+84 28 7302 2525,https://gs25.com.vn/,3.4,0,N/A,21.0318238,105.8187549,"https://www.google.com/maps/place/GS25+H%C3%A0ng+D%E1%BA%A7u/@21.0318238,105.8187549,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ab00277f9be1:0x1fb8a9bf7a487c6!8m2!3d21.0318238!4d105.8537738!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBWhAiDmdzMjUgaMOgIG7hu5lpkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11x1932s8n?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:19:14,7,GS25
GS25 Nguyễn Khuyến,"A48 TT19, Khu đô thị Văn Quán, Hà Đông, Hà Nội, Vietnam",N/A,http://gs25.com.vn/,3.0,0,N/A,20.9696561,105.7568464,"https://www.google.com/maps/place/GS25+Nguy%E1%BB%85n+Khuy%E1%BA%BFn/@20.9696561,105.7568464,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ad002f86de2d:0xe3ff0842a394954d!8m2!3d20.9696561!4d105.7918653!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11xyyl4dp1?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:19:42,8,GS25
GS25 Park 1 Times City,"Chung Cư Times City Khu Đô Thị Park Hill, P01111 Tổ 58, Khu đô thị Times City, Hoàng Mai, Hà Nội, Vietnam",N/A,https://gs25.com.vn/,4.9,0,N/A,20.9936886,105.831483,"https://www.google.com/maps/place/GS25+Park+1+Times+City/@20.9936886,105.831483,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ad005ccf1bbf:0xce24a06d53145b40!8m2!3d20.9921391!4d105.8681557!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11xdq8n067?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:20:09,9,GS25
GS25 Nguyễn Ngọc Vũ,"169 Đ. Nguyễn Ngọc Vũ, Trung Hoà, Cầu Giấy, Hà Nội 100000, Vietnam",N/A,https://gs25.com.vn/,2.7,0,N/A,21.011999,105.7726391,"https://www.google.com/maps/place/GS25+Nguy%E1%BB%85n+Ng%E1%BB%8Dc+V%C5%A9/@21.011999,105.7726391,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ab00364371b7:0x33d4d55a61316531!8m2!3d21.011999!4d105.807658!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11m6w9_ldk?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:20:36,10,GS25
GS25 Đào Duy Anh,"7-9 P. Đào Duy Anh, Kim Liên, Đống Đa, Hà Nội, Vietnam",N/A,http://gs25.com.vn/,2.3,0,N/A,20.9936886,105.8314831,"https://www.google.com/maps/place/GS25+%C4%90%C3%A0o+Duy+Anh/@20.9936886,105.8314831,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ab007fd27273:0xb7134ddf6fd2b7a0!8m2!3d21.0086825!4d105.8380797!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBWhAiDmdzMjUgaMOgIG7hu5lpkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11x121t7j0?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:21:04,11,GS25
GS25 Mipec Tower,"Tòa nhà Mipec Tower, 229 P. Tây Sơn, Ngã Tư Sở, Đống Đa, Hà Nội 11500, Vietnam",N/A,https://gs25.com.vn/,2.5,0,N/A,21.0057396,105.788416,"https://www.google.com/maps/place/GS25+Mipec+Tower/@21.0057396,105.788416,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135addcc1965111:0xa155cfa1353c6045!8m2!3d21.0057396!4d105.8234349!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11mdb2lqkr?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:21:31,12,GS25
GS25 Nguyễn Văn Lộc,"6 P. Nguyễn Văn Lộc, Làng Việt kiều Châu Âu, Hà Đông, Hà Nội 100000, Vietnam",+84 1900 636078,http://gs25.com.vn/,3.4,0,N/A,20.9833167,105.754015,"https://www.google.com/maps/place/GS25+Nguy%E1%BB%85n+V%C4%83n+L%E1%BB%99c/@20.9833167,105.754015,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ad001bd46a53:0x266f925ce04dee9c!8m2!3d20.9833167!4d105.7890339!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11xcnkwcl8?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:21:48,13,GS25
GS25 Hoàng Cầu Skyline,"Skyline, Skyline Building, Toà nhà, 36 P. Hoàng Cầu, Chợ Dừa, Đống Đa, Hà Nội, Vietnam",+84 1900 636078,https://gs25.com.vn/,3.0,0,N/A,21.0190751,105.7889874,"https://www.google.com/maps/place/GS25+Ho%C3%A0ng+C%E1%BA%A7u+Skyline/@21.0190751,105.7889874,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ab61f391bfe1:0xb1043d027d6f59b7!8m2!3d21.0190751!4d105.8240063!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11xdsjshnr?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:22:05,14,GS25
GS25 Park 3 Times City,"25 Ng. 13 Đ. Lĩnh Nam, Mai Động, Hai Bà Trưng, Hà Nội, Vietnam",+84 1900 636078,https://gs25.com.vn/,2.7,0,N/A,20.9936886,105.8314831,"https://www.google.com/maps/place/GS25+Park+3+Times+City/@20.9936886,105.8314831,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ad001cee1ea1:0x5df2e831ca3e8b25!8m2!3d20.9923331!4d105.869871!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11xgmcmmkq?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:22:23,15,GS25
GS25 Hàng Bông - Hà Nội,"70 P. Hàng Bông, Hàng Bông, Hoàn Kiếm, Hà Nội, Vietnam",N/A,http://gs25.com.vn/,3.6,0,N/A,21.0303771,105.812118,"https://www.google.com/maps/place/GS25+H%C3%A0ng+B%C3%B4ng+-+H%C3%A0+N%E1%BB%99i/@21.0303771,105.812118,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ab002cbd2a93:0xeb60927200ef6eb8!8m2!3d21.0303771!4d105.8471369!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11zjgwmrky?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:22:50,16,GS25
GS25 Vũ Trọng Phụng,"XRX5+4Q5, 51 / 2 Đ. Vũ Trọng Phụng, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Vietnam",N/A,http://gs25.com.vn/,5.0,0,N/A,20.9977573,105.774415,"https://www.google.com/maps/place/GS25+V%C5%A9+Tr%E1%BB%8Dng+Ph%E1%BB%A5ng/@20.9977573,105.774415,13z/data=!4m10!1m2!2m1!1zR1MyNSBIw6AgTuG7mWk!3m6!1s0x3135ad00773cf3ef:0xa76eed9e3cac479c!8m2!3d20.9977573!4d105.8094339!15sCg5HUzI1IEjDoCBO4buZaSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAUEQASoIIgRnczI1KEIyHxABIhtqCLYapxu6v7zP5lytKBofItHkqLPNDVSf4TcyEhACIg5nczI1IGjDoCBu4buZaeABAA!16s%2Fg%2F11y19sgm50?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:23:17,17,GS25
